TaxonName,Genus,Species,InfraType1,InfraName1,InfraType2,InfraName2,InfraType3,InfraName3,FamilyEx,AccCount,CountryCount,ImageCount
Dendrochilum wenzelii,Dendrochilum,wenzelii,,,,,,,Orchidaceae,1,0,0
Dendrochilum yuccaefolium,Dendrochilum,yuccaefolium,,,,,,,Orchidaceae,1,0,0
Dendrochilum yuccifolium,Dendrochilum,yuccifolium,,,,,,,Orchidaceae,1,0,0
Dendromecon hartfordii,Dendromecon,hartfordii,,,,,,,Papaveraceae,4,0,0
Dendromecon rigida,Dendromecon,rigida,,,,,,,Papaveraceae,12,1,1
Dendrophylax lindenii,Dendrophylax,lindenii,,,,,,,Orchidaceae,1,0,0
Deplanchea tetraphylla,Deplanchea,tetraphylla,,,,,,,Bignoniaceae,1,0,0
Deppea splendens,Deppea,splendens,,,,,,,Rubiaceae,1,0,0
Descurainia pinnata subsp. glabra,Descurainia,pinnata,subsp.,glabra,,,,,Brassicaceae,2,1,0
Deuterocohnia brevifolia,Deuterocohnia,brevifolia,,,,,,,Bromeliaceae,1,0,0
Dianella ensifolia,Dianella,ensifolia,,,,,,,Xanthorrhoeaceae,1,0,0
Dianella sp.,Dianella,sp.,,,,,,,Xanthorrhoeaceae,1,0,0
Dianella tasmanica,Dianella,tasmanica,,,,,,,Xanthorrhoeaceae,1,0,0
Dianella tasmanica 'Variegata',Dianella,tasmanica,,,,,,,Xanthorrhoeaceae,1,0,0
Dichaea ancoraelabia,Dichaea,ancoraelabia,,,,,,,Orchidaceae,1,0,0
Dichaea glauca,Dichaea,glauca,,,,,,,Orchidaceae,2,0,0
Dichaea graminoides,Dichaea,graminoides,,,,,,,Orchidaceae,1,0,0
Dichaea mosenii,Dichaea,mosenii,,,,,,,Orchidaceae,2,0,0
Dichaea muricata,Dichaea,muricata,,,,,,,Orchidaceae,2,0,0
Dichaea trulla,Dichaea,trulla,,,,,,,Orchidaceae,1,0,0
Dichelostemma capitatum subsp. capitatum,Dichelostemma,capitatum,subsp.,capitatum,,,,,Asparagaceae,6,1,0
Dichondra occidentalis,Dichondra,occidentalis,,,,,,,Convolvulaceae,3,0,0
Dichopogon strictus,Dichopogon,strictus,,,,,,,Asparagaceae,2,0,0
Dichrostachys cinera,Dichrostachys,cinera,,,,,,,Fabaceae,1,0,0
Dicksonia antarctica,Dicksonia,antarctica,,,,,,,Dicksoniaceae,1,0,0
Dicksonia squarrosa,Dicksonia,squarrosa,,,,,,,Dicksoniaceae,1,0,0
Dicranostegia orcuttiana,Dicranostegia,orcuttiana,,,,,,,Scrophulariaceae,4,1,0
Dictyosperma album,Dictyosperma,album,,,,,,,Arecaceae,3,0,0
Didierea madagascariensis,Didierea,madagascariensis,,,,,,,Didiereaceae,4,0,0
Didierea trollii,Didierea,trollii,,,,,,,Didiereaceae,13,0,4
Dienia ophrydis,Dienia,ophrydis,,,,,,,Orchidaceae,1,0,0
Digitalis mertoniensis,Digitalis,mertoniensis,,,,,,,Scrophulariaceae,1,0,0
Digitalis sp.,Digitalis,sp.,,,,,,,Scrophulariaceae,1,0,0
Digitalis sp. 'Foxy',Digitalis,sp.,,,,,,,Scrophulariaceae,1,0,0
Digitalis sp. 'Horizontal Excelsior',Digitalis,sp.,,,,,,,Scrophulariaceae,1,0,0
Dimocarpus longan,Dimocarpus,longan,,,,,,,Sapindaceae,1,0,0
Dinema polybulbon,Dinema,polybulbon,,,,,,,Orchidaceae,1,0,0
Dinema sp.,Dinema,sp.,,,,,,,Orchidaceae,1,0,0
Diodonopsis erinacea,Diodonopsis,erinacea,,,,,,,Orchidaceae,1,0,0
Dionaea muscipula,Dionaea,muscipula,,,,,,,Droseraceae,1,0,0
Dionaea muscipula 'Dente',Dionaea,muscipula,,,,,,,Droseraceae,1,0,0
Dionaea muscipula 'Red Dragon',Dionaea,muscipula,,,,,,,Droseraceae,1,0,0
Dioon califanoi,Dioon,califanoi,,,,,,,Zamiaceae,3,0,0
Dioon edule,Dioon,edule,,,,,,,Zamiaceae,16,0,0
Dioon edule f. jacala hidalgo,Dioon,edule,f.,jacala hidalgo,,,,,Zamiaceae,1,0,0
Dioon edule subsp. edule f. palma sola,Dioon,edule,subsp.,edule,f.,palma sola,,,Zamiaceae,1,0,0
Dioon edule subsp. edule f. rio verde,Dioon,edule,subsp.,edule,f.,rio verde,,,Zamiaceae,2,0,0
Dioon edule var. angustifolium,Dioon,edule,var.,angustifolium,,,,,Zamiaceae,2,0,0
Dioon holmgrenii,Dioon,holmgrenii,,,,,,,Zamiaceae,2,0,0
Dioon mejiae,Dioon,mejiae,,,,,,,Zamiaceae,8,0,0
Dioon merolae,Dioon,merolae,,,,,,,Zamiaceae,3,0,0
Dioon purpusii,Dioon,purpusii,,,,,,,Zamiaceae,1,0,0
Dioon rzedowski,Dioon,rzedowski,,,,,,,Zamiaceae,1,0,0
Dioon sonorence,Dioon,sonorence,,,,,,,Zamiaceae,1,0,0
Dioon sp.,Dioon,sp.,,,,,,,Zamiaceae,3,0,0
Dioon spinulosum,Dioon,spinulosum,,,,,,,Zamiaceae,13,0,0
Dioon tomasellii,Dioon,tomasellii,,,,,,,Zamiaceae,1,0,0
Dioscorea bulbifera,Dioscorea,bulbifera,,,,,,,Dioscoreaceae,2,0,0
Dioscorea elephantipes,Dioscorea,elephantipes,,,,,,,Dioscoreaceae,1,0,0
Dioscorea sp.,Dioscorea,sp.,,,,,,,Dioscoreaceae,1,0,0
Diospyros duclouxii,Diospyros,duclouxii,,,,,,,Ebenaceae,1,0,0
Diospyros humbertiana,Diospyros,humbertiana,,,,,,,Ebenaceae,1,1,0
Diospyros kaki 'Fuyu',Diospyros,kaki,,,,,,,Ebenaceae,1,0,0
Diospyros kaki 'Giant Fuyu',Diospyros,kaki,,,,,,,Ebenaceae,1,0,0
Diospyros kaki 'Hachiya',Diospyros,kaki,,,,,,,Ebenaceae,1,0,0
Diospyros lycioides subsp. lycioides,Diospyros,lycioides,subsp.,lycioides,,,,,Ebenaceae,1,0,0
Diospyros sp.,Diospyros,sp.,,,,,,,Ebenaceae,1,0,0
Diplocaulobium glabrum,Diplocaulobium,glabrum,,,,,,,Orchidaceae,1,0,0
Diplocaulobium regale,Diplocaulobium,regale,,,,,,,Orchidaceae,1,0,0
Disocactus alatus,Disocactus,alatus,,,,,,,Cactaceae,2,0,0
Disocactus conzattii,Disocactus,conzattii,,,,,,,Cactaceae,1,0,0
Disocactus Disocactus × Aporocact disapora × sp. 'Brilliant',Disocactus,Disocactus × Aporocact disapora × sp. 'Brilliant',,,,,,,Cactaceae,1,0,0
Disocactus phyllanthoides,Disocactus,phyllanthoides,,,,,,,Cactaceae,1,0,0
Distichlis littoralis,Distichlis,littoralis,,,,,,,Poaceae,2,1,0
Distichlis spicata,Distichlis,spicata,,,,,,,Poaceae,2,1,0
Distictis buccinatoria,Distictis,buccinatoria,,,,,,,Bignoniaceae,2,0,0
Ditaxis neomexicana,Ditaxis,neomexicana,,,,,,,Euphorbiaceae,1,1,0
Dittrichia graveolens,Dittrichia,graveolens,,,,,,,Asteraceae,1,1,0
Dodecatheon clevelandii subsp. clevelandii,Dodecatheon,clevelandii,subsp.,clevelandii,,,,,Primulaceae,2,1,0
Dombeya burgessiae,Dombeya,burgessiae,,,,,,,Malvaceae,1,0,0
Dombeya cacuminum,Dombeya,cacuminum,,,,,,,Malvaceae,3,0,0
Dombeya cayeuxii,Dombeya,cayeuxii,,,,,,,Malvaceae,1,0,0
Dombeya pulchra,Dombeya,pulchra,,,,,,,Malvaceae,1,0,0
Dombeya sp.,Dombeya,sp.,,,,,,,Malvaceae,1,0,0
Dombeya spectabilis,Dombeya,spectabilis,,,,,,,Malvaceae,1,0,0
Dombeya tiliacea,Dombeya,tiliacea,,,,,,,Malvaceae,1,0,0
Dombeya wallichii,Dombeya,wallichii,,,,,,,Malvaceae,2,0,0
Doritis buyssuniana,Doritis,buyssuniana,,,,,,,Orchidaceae,1,0,0
Doritis pulcherrima,Doritis,pulcherrima,,,,,,,Orchidaceae,7,0,0
Doritis pulcherrima 'Freeds's Blue × Ultraviolet',Doritis,pulcherrima,,,,,,,Orchidaceae,1,0,0
Doritis pulcherrima var. alba,Doritis,pulcherrima,var.,alba,,,,,Orchidaceae,1,0,0
Doritis pulcherrima var. chumpornensis 'Lake View Red Splash',Doritis,pulcherrima,var.,chumpornensis,,,,,Orchidaceae,1,0,0
Doritis sp. Esmeralda gx 'Koh Keng Hoe',Doritis,sp.,gx,Esmeralda,,,,,Orchidaceae,1,0,0
Dorstenia foetida,Dorstenia,foetida,,,,,,,Moraceae,2,0,0
Dorstenia gigas,Dorstenia,gigas,,,,,,,Moraceae,1,0,0
Dorstenia yambuyaensis,Dorstenia,yambuyaensis,,,,,,,Moraceae,1,0,0
Doryanthes palmeri,Doryanthes,palmeri,,,,,,,Doryanthaceae,3,0,0
Dovyalis zeyheri,Dovyalis,zeyheri,,,,,,,Salicaceae,1,0,0
Downingia concolor var. brevior,Downingia,concolor,var.,brevior,,,,,Campanulaceae,2,1,0
Downingia cuspidata,Downingia,cuspidata,,,,,,,Campanulaceae,3,1,0
Dracaena draco,Dracaena,draco,,,,,,,Asparagaceae,10,0,5
Dracaena draco Dragon Tree,Dracaena,draco,,,,,,,Asparagaceae,3,0,5
Dracaena reflexa Song of India,Dracaena,reflexa,,,,,,,Asparagaceae,1,0,0
Dracaena serrulata,Dracaena,serrulata,,,,,,,Asparagaceae,1,0,1
Dracaena sp,Dracaena,sp,,,,,,,Asparagaceae,1,0,0
Dracula dalstroemii,Dracula,dalstroemii,,,,,,,Orchidaceae,1,0,0
Dracula erythrochaete,Dracula,erythrochaete,,,,,,,Orchidaceae,1,0,0
Dracula gigas,Dracula,gigas,,,,,,,Orchidaceae,1,0,0
Dracula hirsuta,Dracula,hirsuta,,,,,,,Orchidaceae,1,0,0
Dracula hirtzii 'Hawk Hill',Dracula,hirtzii,,,,,,,Orchidaceae,1,0,0
Dracula houtteana,Dracula,houtteana,,,,,,,Orchidaceae,1,0,0
Dracula janetiae,Dracula,janetiae,,,,,,,Orchidaceae,1,0,0
Dracula levii,Dracula,levii,,,,,,,Orchidaceae,1,0,0
Dracula lotax,Dracula,lotax,,,,,,,Orchidaceae,1,0,0
Dracula olmosii,Dracula,olmosii,,,,,,,Orchidaceae,1,0,0
Dracula polyphemus 'Angel',Dracula,polyphemus,,,,,,,Orchidaceae,1,0,0
Dracula portillae,Dracula,portillae,,,,,,,Orchidaceae,1,0,0
Dracula pusilla,Dracula,pusilla,,,,,,,Orchidaceae,2,0,0
Dracula sodiroi,Dracula,sodiroi,,,,,,,Orchidaceae,1,0,0
Dracula sp.,Dracula,sp.,,,,,,,Orchidaceae,1,0,0
Dracula sp. Yellow Fang gx 'Yellow Sunset #8',Dracula,sp.,gx,Yellow Fang,,,,,Orchidaceae,1,0,0
Dracula vampira,Dracula,vampira,,,,,,,Orchidaceae,2,0,0
Dracula vampira 'Cordelia',Dracula,vampira,,,,,,,Orchidaceae,1,0,0
Dracunculus vulgaris,Dracunculus,vulgaris,,,,,,,Araceae,5,0,9
Drepanostachyum falcatum,Drepanostachyum,falcatum,,,,,,,Poaceae,1,0,0
Drepanostachyum khasianum,Drepanostachyum,khasianum,,,,,,,Poaceae,2,0,0
Dresslerella hirsutissima,Dresslerella,hirsutissima,,,,,,,Orchidaceae,1,0,0
Dresslerella pilosissima,Dresslerella,pilosissima,,,,,,,Orchidaceae,1,0,0
Dresslerella portillae,Dresslerella,portillae,,,,,,,Orchidaceae,1,0,0
Drimiopsis sp.,Drimiopsis,sp.,,,,,,,Asparagaceae,1,0,0
Drosanthemum crassus,Drosanthemum,crassus,,,,,,,Aizoaceae,1,0,0
Drosera adelae,Drosera,adelae,,,,,,,Droseraceae,1,0,0
Drosera binata,Drosera,binata,,,,,,,Droseraceae,1,0,0
Drosera binata f. giant,Drosera,binata,f.,giant,,,,,Droseraceae,1,0,0
Drosera binata f. small red,Drosera,binata,f.,small red,,,,,Droseraceae,1,0,0
Drosera capensis,Drosera,capensis,,,,,,,Droseraceae,1,0,0
Drosera capensis f. narrow alba leaf,Drosera,capensis,f.,narrow alba leaf,,,,,Droseraceae,1,0,0
Drosera capensis f. narrow leaf,Drosera,capensis,f.,narrow leaf,,,,,Droseraceae,1,0,0
Drosera capensis f. narrow red leaf,Drosera,capensis,f.,narrow red leaf,,,,,Droseraceae,1,0,0
Drosera intermedia f. cuba,Drosera,intermedia,f.,cuba,,,,,Droseraceae,1,0,0
Drosera multifida f. extrema,Drosera,multifida,f.,extrema,,,,,Droseraceae,1,0,0
Drosera nitidula × occidentalis,Drosera,nitidula × occidentalis,,,,,,,Droseraceae,1,0,0
Drosera obovata 'Ivan's Paddle',Drosera,obovata,,,,,,,Droseraceae,1,0,0
Drosera slackii,Drosera,slackii,,,,,,,Droseraceae,1,0,0
Drosera sp. 'Marston Dragon',Drosera,sp.,,,,,,,Droseraceae,1,0,0
Drosera sp. 'Rhodesia',Drosera,sp.,,,,,,,Droseraceae,1,0,0
Drosera venusta,Drosera,venusta,,,,,,,Droseraceae,1,0,0
Dryadella albicans,Dryadella,albicans,,,,,,,Orchidaceae,1,0,0
Dryadella aurea,Dryadella,aurea,,,,,,,Orchidaceae,1,0,0
Dryadella edwallii,Dryadella,edwallii,,,,,,,Orchidaceae,1,0,0
Drymocallis glandulosa var. glandulosa,Drymocallis,glandulosa,var.,glandulosa,,,,,Rosaceae,3,1,0
Drymocallis glandulosa var. reflexa,Drymocallis,glandulosa,var.,reflexa,,,,,Rosaceae,5,1,0
Drynaria quercifolia,Drynaria,quercifolia,,,,,,,Polypodiaceae,2,0,0
Drynaria rigidula,Drynaria,rigidula,,,,,,,Polypodiaceae,2,0,0
Drynaria sparisora,Drynaria,sparisora,,,,,,,Polypodiaceae,1,0,0
Dryopteris arguta,Dryopteris,arguta,,,,,,,Dryopteridaceae,2,0,0
Dudleya abramsii subsp. abramsii,Dudleya,abramsii,subsp.,abramsii,,,,,Crassulaceae,2,1,0
Dudleya arizonica,Dudleya,arizonica,,,,,,,Crassulaceae,1,0,0
Dudleya brevifolia,Dudleya,brevifolia,,,,,,,Crassulaceae,8,1,0
Dudleya brittonii,Dudleya,brittonii,,,,,,,Crassulaceae,1,0,0
Dudleya caespitosa,Dudleya,caespitosa,,,,,,,Crassulaceae,1,0,0
Dudleya candida,Dudleya,candida,,,,,,,Crassulaceae,1,0,0
Dudleya cymosa ssp pumila,Dudleya,cymosa,subsp.,pumila,,,,,Crassulaceae,1,0,0
Dudleya  edulis,Dudleya,edulis,,,,,,,Crassulaceae,4,0,1
Dudleya edulis,Dudleya,edulis,,,,,,,Crassulaceae,4,1,0
Dudleya greenei,Dudleya,greenei,,,,,,,Crassulaceae,1,0,0
Dudleya hassei,Dudleya,hassei,,,,,,,Crassulaceae,2,0,0
Dudleya lanceolata,Dudleya,lanceolata,,,,,,,Crassulaceae,2,1,0
Dudleya  pulverulenta,Dudleya,pulverulenta,,,,,,,Crassulaceae,19,0,7
Dudleya pulverulenta,Dudleya,pulverulenta,,,,,,,Crassulaceae,6,1,0
Dudleya saxosa subsp. aloides,Dudleya,saxosa,subsp.,aloides,,,,,Crassulaceae,3,1,0
Dudleya  sp unknown,Dudleya,sp unknown,,,,,,,Crassulaceae,31,0,13
Dudleya sp unknown,Dudleya,sp unknown,,,,,,,Crassulaceae,5,0,5
Dudleya species,Dudleya,species,,,,,,,Crassulaceae,2,0,0
Dudleya traskiae,Dudleya,traskiae,,,,,,,Crassulaceae,1,0,0
Dudleya Unknown,Dudleya,Unknown,,,,,,,Crassulaceae,2,0,0
Dudleya variegata,Dudleya,variegata,,,,,,,Crassulaceae,8,1,0
Dudleya virens,Dudleya,virens,,,,,,,Crassulaceae,1,0,0
Dudleya viscida,Dudleya,viscida,,,,,,,Crassulaceae,1,0,0
Dyckia sp.,Dyckia,sp.,,,,,,,Bromeliaceae,1,0,0
Dypsis albofarinosa,Dypsis,albofarinosa,,,,,,,Arecaceae,1,0,0
Dypsis ambositrae,Dypsis,ambositrae,,,,,,,Arecaceae,1,0,0
Dypsis ankaizinensis,Dypsis,ankaizinensis,,,,,,,Arecaceae,1,0,0
Dypsis baronii,Dypsis,baronii,,,,,,,Arecaceae,4,0,0
Dypsis cabadae,Dypsis,cabadae,,,,,,,Arecaceae,2,0,0
Dypsis carlsmithii,Dypsis,carlsmithii,,,,,,,Arecaceae,1,0,0
Dypsis ceracea,Dypsis,ceracea,,,,,,,Arecaceae,1,0,0
Dypsis decaryi,Dypsis,decaryi,,,,,,,Arecaceae,17,0,0
Dypsis decipiens,Dypsis,decipiens,,,,,,,Arecaceae,2,0,0
Dypsis fasciculata,Dypsis,fasciculata,,,,,,,Arecaceae,1,0,0
Dypsis heteromorpha,Dypsis,heteromorpha,,,,,,,Arecaceae,1,0,0
Dypsis lanceolata,Dypsis,lanceolata,,,,,,,Arecaceae,2,0,0
Dypsis leptocheilos,Dypsis,leptocheilos,,,,,,,Arecaceae,5,0,0
Dypsis lutescens,Dypsis,lutescens,,,,,,,Arecaceae,7,0,0
Dypsis madagascariensis,Dypsis,madagascariensis,,,,,,,Arecaceae,2,0,0
Dypsis madagascariensis f. mahajanga,Dypsis,madagascariensis,f.,mahajanga,,,,,Arecaceae,1,0,0
Dypsis onilahensis,Dypsis,onilahensis,,,,,,,Arecaceae,1,0,0
Dypsis pembana,Dypsis,pembana,,,,,,,Arecaceae,2,0,0
Dypsis perrieri,Dypsis,perrieri,,,,,,,Arecaceae,1,0,0
Dypsis pinnatifrons,Dypsis,pinnatifrons,,,,,,,Arecaceae,1,0,0
Dypsis plumosa,Dypsis,plumosa,,,,,,,Arecaceae,1,0,0
Dypsis prestoniana,Dypsis,prestoniana,,,,,,,Arecaceae,1,0,0
Dypsis psammophila,Dypsis,psammophila,,,,,,,Arecaceae,1,0,0
Dypsis pusilla,Dypsis,pusilla,,,,,,,Arecaceae,2,0,0
Dypsis rivularis,Dypsis,rivularis,,,,,,,Arecaceae,2,0,0
Dypsis saintlucie,Dypsis,saintlucie,,,,,,,Arecaceae,1,0,0
Dypsis sp.,Dypsis,sp.,,,,,,,Arecaceae,4,0,0
Dypsis utilis,Dypsis,utilis,,,,,,,Arecaceae,2,0,0
Dysphania ambrosioides,Dysphania,ambrosioides,,,,,,,Amaranthaceae,1,1,0
Earina mucronata,Earina,mucronata,,,,,,,Orchidaceae,2,0,0
Echeveria agavoides,Echeveria,agavoides,,,,,,,Crassulaceae,1,0,0
Echeveria erenberg,Echeveria,erenberg,,,,,,,Crassulaceae,1,0,0
Echeveria gibbiflora,Echeveria,gibbiflora,,,,,,,Crassulaceae,1,0,0
Echeveria glauca,Echeveria,glauca,,,,,,,Crassulaceae,4,0,0
Echeveria macdougallii,Echeveria,macdougallii,,,,,,,Crassulaceae,1,0,0
Echeveria multicaulis,Echeveria,multicaulis,,,,,,,Crassulaceae,2,0,0
Echeveria platyphylla,Echeveria,platyphylla,,,,,,,Crassulaceae,1,0,0
Echeveria pulvicox,Echeveria,pulvicox,,,,,,,Crassulaceae,1,0,0
Echeveria secunda,Echeveria,secunda,,,,,,,Crassulaceae,1,0,0
Echeveria sp Blue Elf,Echeveria,sp,,,,,,,Crassulaceae,1,0,0
Echinocereus adustus,Echinocereus,adustus,,,,,,,Cactaceae,1,0,0
Echinocereus barthelowanus,Echinocereus,barthelowanus,,,,,,,Cactaceae,4,0,4
Echinocereus brandegeei,Echinocereus,brandegeei,,,,,,,Cactaceae,2,0,1
"Echinocereus brandegeei ""Golden Spine""",Echinocereus,brandegeei,,,,,,,Cactaceae,1,0,1
Echinocereus  engelmannii,Echinocereus,engelmannii,,,,,,,Cactaceae,18,1,14
Echinocereus engelmannii,Echinocereus,engelmannii,,,,,,,Cactaceae,8,0,6
Echinocereus  maritimus,Echinocereus,maritimus,,,,,,,Cactaceae,15,1,12
Echinocereus maritimus,Echinocereus,maritimus,,,,,,,Cactaceae,3,0,3
Echinocereus pensilis,Echinocereus,pensilis,,,,,,,Cactaceae,2,0,0
Echinocereus preissii,Echinocereus,preissii,,,,,,,Cactaceae,2,0,2
Echinocereus sp,Echinocereus,sp,,,,,,,Cactaceae,5,0,0
Echinocereus sp unknown,Echinocereus,sp unknown,,,,,,,Cactaceae,15,0,10
Echinocereus triglochidiatus,Echinocereus,triglochidiatus,,,,,,,Cactaceae,2,1,0
Echinocereus websterianus,Echinocereus,websterianus,,,,,,,Cactaceae,1,0,1
Echinopsis pachanoi,Echinopsis,pachanoi,,,,,,,Cactaceae,1,0,0
Echinosepala lappiformis,Echinosepala,lappiformis,,,,,,,Orchidaceae,1,0,0
Echium piniana,Echium,piniana,,,,,,,Boraginaceae,1,0,0
Eclipta prostrata,Eclipta,prostrata,,,,,,,Asteraceae,2,1,0
Ehrendorferia chrysantha,Ehrendorferia,chrysantha,,,,,,,Papaveraceae,2,1,0
Elaeagnus multiflora,Elaeagnus,multiflora,,,,,,,Elaeagnaceae,3,0,0
Elaeis guineensis,Elaeis,guineensis,,,,,,,Arecaceae,3,0,0
Elaeocarpus decipiens,Elaeocarpus,decipiens,,,,,,,Elaeocarpaceae,4,0,0
Elaeocarpus sp.,Elaeocarpus,sp.,,,,,,,Elaeocarpaceae,1,0,0
Elaeocarpus sylvestris var. ellipticus,Elaeocarpus,sylvestris,var.,ellipticus,,,,,Elaeocarpaceae,3,0,0
Eleocharis macrostachya,Eleocharis,macrostachya,,,,,,,Cyperaceae,2,1,0
Eleocharis montevidensis,Eleocharis,montevidensis,,,,,,,Cyperaceae,2,1,0
Eleocharis species,Eleocharis,species,,,,,,,Cyperaceae,1,0,0
Elephantorrhiza sp.,Elephantorrhiza,sp.,,,,,,,Fabaceae,1,0,0
Elleanthus blatteus,Elleanthus,blatteus,,,,,,,Orchidaceae,1,0,0
Elleanthus sp.,Elleanthus,sp.,,,,,,,Orchidaceae,1,0,0
Elymus condensatus,Elymus,condensatus,,,,,,,Poaceae,2,1,0
Elymus elymoides var. brevifolius,Elymus,elymoides,var.,brevifolius,,,,,Poaceae,2,1,0
Elymus glaucus subsp. glaucus,Elymus,glaucus,subsp.,glaucus,,,,,Poaceae,3,1,0
Elymus triticoides,Elymus,triticoides,,,,,,,Poaceae,2,1,0
Embreea rodigasiana,Embreea,rodigasiana,,,,,,,Orchidaceae,4,0,0
Emmenanthe penduliflora var. penduliflora,Emmenanthe,penduliflora,var.,penduliflora,,,,,Boraginaceae,2,1,0
Encelia actoni,Encelia,actoni,,,,,,,Asteraceae,3,1,0
Encelia  californica,Encelia,californica,,,,,,,Asteraceae,10,0,4
Encelia californica,Encelia,californica,,,,,,,Asteraceae,16,1,0
Encelia farinosa,Encelia,farinosa,,,,,,,Asteraceae,38,1,2
Encephalartos aemulans,Encephalartos,aemulans,,,,,,,Zamiaceae,6,0,0
Encephalartos altensteinii,Encephalartos,altensteinii,,,,,,,Zamiaceae,6,0,0
Encephalartos aplanatus,Encephalartos,aplanatus,,,,,,,Zamiaceae,1,0,0
Encephalartos arenarius,Encephalartos,arenarius,,,,,,,Zamiaceae,13,0,0
Encephalartos barteri,Encephalartos,barteri,,,,,,,Zamiaceae,2,0,0
Encephalartos bubalinus,Encephalartos,bubalinus,,,,,,,Zamiaceae,1,0,0
Encephalartos caffer,Encephalartos,caffer,,,,,,,Zamiaceae,2,0,0
Encephalartos caffer 'H',Encephalartos,caffer,,,,,,,Zamiaceae,1,0,0
Encephalartos cerinus,Encephalartos,cerinus,,,,,,,Zamiaceae,5,0,0
Encephalartos chimanimaniensis,Encephalartos,chimanimaniensis,,,,,,,Zamiaceae,2,0,0
Encephalartos concinnus,Encephalartos,concinnus,,,,,,,Zamiaceae,2,0,0
Encephalartos cupidus,Encephalartos,cupidus,,,,,,,Zamiaceae,1,0,0
Encephalartos cycadifolius,Encephalartos,cycadifolius,,,,,,,Zamiaceae,1,0,0
Encephalartos dyerianus,Encephalartos,dyerianus,,,,,,,Zamiaceae,1,0,0
Encephalartos eugene-maraisii,Encephalartos,eugene-maraisii,,,,,,,Zamiaceae,5,0,0
Encephalartos ferox,Encephalartos,ferox,,,,,,,Zamiaceae,20,0,0
Encephalartos friderici guilielmi,Encephalartos,friderici guilielmi,,,,,,,Zamiaceae,6,0,0
Encephalartos friderici-guilielmi,Encephalartos,friderici-guilielmi,,,,,,,Zamiaceae,3,0,0
Encephalartos gratus,Encephalartos,gratus,,,,,,,Zamiaceae,3,0,0
Encephalartos hildebrandtii,Encephalartos,hildebrandtii,,,,,,,Zamiaceae,4,0,0
Encephalartos horrida,Encephalartos,horrida,,,,,,,Zamiaceae,1,0,0
Encephalartos horridus,Encephalartos,horridus,,,,,,,Zamiaceae,11,0,4
Encephalartos inopinus,Encephalartos,inopinus,,,,,,,Zamiaceae,1,0,0
Encephalartos ituriensis,Encephalartos,ituriensis,,,,,,,Zamiaceae,5,0,0
Encephalartos kisambo,Encephalartos,kisambo,,,,,,,Zamiaceae,4,0,0
Encephalartos lanatus,Encephalartos,lanatus,,,,,,,Zamiaceae,1,0,0
Encephalartos latifrons,Encephalartos,latifrons,,,,,,,Zamiaceae,1,0,0
Encephalartos latifrons × altensteinii,Encephalartos,latifrons × altensteinii,,,,,,,Zamiaceae,1,0,0
Encephalartos laurentianus,Encephalartos,laurentianus,,,,,,,Zamiaceae,2,0,0
Encephalartos lebomboensis,Encephalartos,lebomboensis,,,,,,,Zamiaceae,3,0,0
"Encephalartos lebomboensis ""piet-retief""",Encephalartos,lebomboensis,,,,,,,Zamiaceae,5,0,0
Encephalartos lehmanii,Encephalartos,lehmanii,,,,,,,Zamiaceae,4,0,0
Encephalartos lehmannii,Encephalartos,lehmannii,,,,,,,Zamiaceae,8,0,0
Encephalartos lehmannii f. kirkwood,Encephalartos,lehmannii,f.,kirkwood,,,,,Zamiaceae,1,0,0
Encephalartos lehmannii kirkwood,Encephalartos,lehmannii,,,,,,,Zamiaceae,1,0,0
Encephalartos longifolious,Encephalartos,longifolious,,,,,,,Zamiaceae,1,0,0
Encephalartos longifolius,Encephalartos,longifolius,,,,,,,Zamiaceae,6,0,0
Encephalartos longifolius Loubertina Blue,Encephalartos,longifolius,,,,,,,Zamiaceae,7,0,0
Encephalartos macrostrobilus,Encephalartos,macrostrobilus,,,,,,,Zamiaceae,1,0,0
Encephalartos manikensis,Encephalartos,manikensis,,,,,,,Zamiaceae,7,0,0
Encephalartos manikensis f. belasse,Encephalartos,manikensis,f.,belasse,,,,,Zamiaceae,1,0,0
Encephalartos manikensis f. garuso,Encephalartos,manikensis,f.,garuso,,,,,Zamiaceae,1,0,0
Encephalartos manikensis var. bandula,Encephalartos,manikensis,var.,bandula,,,,,Zamiaceae,1,0,0
Encephalartos middelburgensis,Encephalartos,middelburgensis,,,,,,,Zamiaceae,3,0,0
Encephalartos msinganus,Encephalartos,msinganus,,,,,,,Zamiaceae,1,0,0
Encephalartos munchii,Encephalartos,munchii,,,,,,,Zamiaceae,9,0,0
Encephalartos natalensis,Encephalartos,natalensis,,,,,,,Zamiaceae,10,0,0
Encephalartos paucidentatus,Encephalartos,paucidentatus,,,,,,,Zamiaceae,1,0,0
Encephalartos princeps,Encephalartos,princeps,,,,,,,Zamiaceae,5,0,1
Encephalartos pterogonus,Encephalartos,pterogonus,,,,,,,Zamiaceae,4,0,0
Encephalartos sclavoi,Encephalartos,sclavoi,,,,,,,Zamiaceae,2,0,0
Encephalartos senticosus,Encephalartos,senticosus,,,,,,,Zamiaceae,3,0,0
Encephalartos septentrionalis,Encephalartos,septentrionalis,,,,,,,Zamiaceae,1,0,0
Encephalartos sp.,Encephalartos,sp.,,,,,,,Zamiaceae,4,0,0
Encephalartos tegulaneus,Encephalartos,tegulaneus,,,,,,,Zamiaceae,3,0,0
